seq	rf	ada	mlp	ens
a/swine/iowa/1700/2007.a/perth/16/2009	1.8	1.4	1.7	1.7
a/swine/iowa/1700/2007.a/swine/newyork/a01104005/2011	1.4	1.5	1.6	1.5
a/swine/iowa/1700/2007.a/swine/iowa/a01480656/2014	0.4	0.5	0.6	0.5
a/swine/iowa/1700/2007.a/swine/missouri/a01476459/2012	1.6	1.4	1.3	1.4
a/swine/iowa/1700/2007.a/swine/missouri/a01410819/2014	2.6	2.7	2.4	2.6
a/swine/iowa/1700/2007.a/wuhan/359/1995	0.0	0.1	0.1	0.0
a/swine/iowa/1700/2007.a/moscow/10/1999	0.7	0.5	0.5	0.6
a/swine/iowa/1700/2007.a/sydney/5/1997	0.5	0.3	0.3	0.3
a/swine/iowa/1700/2007.a/swine/texas/4199-1/1998	0.0	0.2	0.4	0.2
a/swine/iowa/1700/2007.a/swine/colorado/23619/1999	1.8	1.7	1.5	1.7
a/swine/iowa/1700/2007.a/swine/minnesota/1146/2006	0.6	0.7	0.6	0.7
a/swine/iowa/1700/2007.a/swine/iowa/1700/2007	0.0	0.0	0.0	0.0
a/swine/iowa/1700/2007.a/swine/minnesota/2782/2009	2.3	2.5	2.3	2.4
a/swine/iowa/1700/2007.a/swine/illinois/02970/2009	0.1	0.3	0.0	0.1
a/swine/iowa/1700/2007.a/swine/pennsylvania/a01076777/2010	3.0	2.8	2.9	2.9
a/swine/iowa/1700/2007.a/indiana/8/2011	2.0	2.2	1.8	2.0
a/swine/iowa/1700/2007.a/swine/indiana/a00968373/2012	1.8	2.2	1.9	2.0
a/swine/iowa/1700/2007.a/swine/illinois/a01241469/2012	3.3	3.1	3.0	3.1
a/swine/iowa/1700/2007.a/swine/michigan/a01259000/2012	1.6	1.7	1.4	1.6
a/swine/iowa/1700/2007.a/swine/indiana/a01202866/2011	0.4	0.3	0.2	0.3
a/swine/iowa/1700/2007.a/swine/illinois/a01201606/2011	1.0	0.8	0.7	0.8
a/swine/iowa/1700/2007.a/swine/iowa/a01202613/2011	2.1	2.2	2.3	2.2
a/swine/iowa/1700/2007.a/swine/iowa/a01202889/2011	1.9	2.0	2.1	2.0
a/swine/iowa/1700/2007.a/swine/iowa/a01203196/2012	0.1	0.2	0.2	0.1
a/swine/iowa/1700/2007.a/swine/iowa/a01049750/2011	3.3	3.1	3.0	3.1
a/swine/iowa/1700/2007.a/swine/texas/a01049914/2011	2.9	3.0	2.7	2.9
a/swine/iowa/1700/2007.a/swine/illinois/a01241066/2012	3.1	3.3	2.9	3.1
a/swine/iowa/1700/2007.a/swine/nebraska/a01241171/2012	2.0	2.1	2.2	2.1
a/swine/iowa/1700/2007.a/swine/iowa/a01203121/2012	2.8	2.5	2.5	2.6
a/swine/iowa/1700/2007.a/swine/iowa/a01300195/2012	0.4	0.8	0.5	0.6
a/swine/iowa/1700/2007.a/swine/minnesota/a01125993/2012	0.8	1.0	1.1	1.0
a/swine/iowa/1700/2007.a/swine/minnesota/a01300213/2012	0.4	0.5	0.6	0.5
a/swine/iowa/1700/2007.a/swine/minnesota/a01327922/2012	0.9	1.3	1.0	1.1
a/swine/iowa/1700/2007.a/swine/iowa/a01432826/2013	2.0	1.8	1.7	1.8
a/swine/iowa/1700/2007.a/swine/iowa/a01290671/2013	2.3	2.4	2.1	2.3
a/swine/iowa/1700/2007.a/swine/illinois/a01555180/2014	1.4	1.1	1.1	1.2
a/swine/iowa/1700/2007.a/swine/arkansas/a01840240/2014	1.4	1.1	1.1	1.2
a/swine/iowa/1700/2007.a/swine/illinois/a01240784/2012	2.3	2.1	2.2	2.2
a/swine/iowa/1700/2007.a/swine/illinois/a01327868/2012	1.9	1.5	1.8	1.7
a/swine/iowa/1700/2007.a/swine/illinois/a01493027/2014	2.2	2.1	2.0	2.1
a/swine/iowa/1700/2007.a/swine/illinois/a01840351/2015	0.9	1.0	0.7	0.9
a/swine/iowa/1700/2007.a/swine/illinois/a01475273/2014	2.4	2.1	2.1	2.2
a/swine/iowa/1700/2007.a/swine/illinois/a01503899/2014	3.5	3.7	3.3	3.5
a/swine/iowa/1700/2007.a/swine/illinois/a01489882/2015	0.3	0.2	0.4	0.3
a/swine/iowa/1700/2007.a/swine/illinois/a01502036/2014	1.1	1.0	0.7	0.9
a/swine/iowa/1700/2007.a/swine/wyoming/a01445305/2013	0.3	0.4	0.7	0.5
a/swine/iowa/1700/2007.a/swine/wyoming/a01397400/2013	2.3	2.2	2.4	2.3
a/swine/iowa/1700/2007.a/swine/wyoming/a01444566/2013	0.7	0.8	0.7	0.8
a/swine/iowa/1700/2007.a/swine/wyoming/a01381202/2013	1.7	2.1	2.2	2.0
a/swine/iowa/1700/2007.a/swine/nebraska/a01493501/2014	1.6	1.6	1.5	1.6
a/swine/iowa/1700/2007.a/swine/minnesota/a01366992/2014	2.3	2.3	2.2	2.3
a/swine/minnesota/2782/2009.a/fujian/411/2002	3.2	3.2	3.2	3.2
a/swine/minnesota/2782/2009.a/wisconsin/67/2005	3.5	3.4	3.4	3.5
a/swine/minnesota/2782/2009.a/swine/newyork/a01104005/2011	0.2	0.1	0.3	0.1
a/swine/minnesota/2782/2009.a/swine/iowa/a01480656/2014	1.1	0.8	0.8	0.9
a/swine/minnesota/2782/2009.a/swine/missouri/a01476459/2012	2.2	2.7	2.2	2.4
a/swine/minnesota/2782/2009.a/swine/missouri/a01410819/2014	0.4	0.0	0.5	0.3
a/swine/minnesota/2782/2009.a/wuhan/359/1995	0.7	0.5	1.1	0.7
a/swine/minnesota/2782/2009.a/swine/indiana/a01729045/2016	2.5	2.8	2.8	2.7
a/swine/minnesota/2782/2009.a/swine/nebraska/a01567651/2015	1.1	0.9	1.5	1.1
a/swine/minnesota/2782/2009.a/moscow/10/1999	0.4	0.3	0.0	0.2
a/swine/minnesota/2782/2009.a/sydney/5/1997	0.7	0.2	0.2	0.4
a/swine/minnesota/2782/2009.a/swine/texas/4199-1/1998	0.4	0.6	0.9	0.7
a/swine/minnesota/2782/2009.a/swine/colorado/23619/1999	0.9	0.8	0.5	0.7
a/swine/minnesota/2782/2009.a/swine/minnesota/1146/2006	0.3	0.4	0.5	0.2
a/swine/minnesota/2782/2009.a/swine/iowa/1700/2007	0.3	0.2	0.5	0.3
a/swine/minnesota/2782/2009.a/swine/minnesota/2782/2009	0.0	0.0	0.0	0.0
a/swine/minnesota/2782/2009.a/swine/illinois/02970/2009	0.6	1.0	0.5	0.7
a/swine/minnesota/2782/2009.a/swine/pennsylvania/a01076777/2010	1.5	1.7	1.5	1.6
a/swine/minnesota/2782/2009.a/indiana/8/2011	0.9	1.2	1.2	1.1
a/swine/minnesota/2782/2009.a/swine/indiana/a00968373/2012	1.8	2.3	2.3	2.1
a/swine/minnesota/2782/2009.a/swine/illinois/a01241469/2012	1.1	1.4	1.2	1.2
a/swine/minnesota/2782/2009.a/swine/michigan/a01259000/2012	0.1	0.4	0.2	0.2
a/swine/minnesota/2782/2009.a/swine/indiana/a01202866/2011	1.0	0.7	0.7	0.8
a/swine/minnesota/2782/2009.a/swine/illinois/a01201606/2011	0.8	0.5	0.8	0.7
a/swine/minnesota/2782/2009.a/swine/iowa/a01202613/2011	0.2	0.5	0.5	0.4
a/swine/minnesota/2782/2009.a/swine/iowa/a01202889/2011	0.3	0.6	0.6	0.5
a/swine/minnesota/2782/2009.a/swine/iowa/a01203196/2012	1.0	0.7	1.0	0.9
a/swine/minnesota/2782/2009.a/swine/iowa/a01049750/2011	2.4	2.7	2.5	2.5
a/swine/minnesota/2782/2009.a/swine/texas/a01049914/2011	1.5	2.0	2.0	1.8
a/swine/minnesota/2782/2009.a/swine/illinois/a01241066/2012	2.1	2.4	2.2	2.2
a/swine/minnesota/2782/2009.a/swine/nebraska/a01241171/2012	2.8	3.0	2.9	2.9
a/swine/minnesota/2782/2009.a/swine/iowa/a01203121/2012	2.2	2.3	2.1	2.2
a/swine/minnesota/2782/2009.a/swine/iowa/a01300195/2012	0.2	0.3	0.3	0.1
a/swine/minnesota/2782/2009.a/swine/minnesota/a01125993/2012	2.8	2.5	2.7	2.7
a/swine/minnesota/2782/2009.a/swine/minnesota/a01300213/2012	0.4	0.7	0.3	0.5
a/swine/minnesota/2782/2009.a/swine/minnesota/a01327922/2012	0.5	0.0	0.0	0.2
a/swine/minnesota/2782/2009.a/swine/iowa/a01432826/2013	0.4	0.7	0.4	0.5
a/swine/minnesota/2782/2009.a/swine/iowa/a01290671/2013	1.1	1.4	1.2	1.2
a/swine/minnesota/2782/2009.a/swine/illinois/a01555180/2014	0.6	0.5	0.7	0.6
a/swine/minnesota/2782/2009.a/swine/arkansas/a01840240/2014	1.0	1.1	0.9	1.0
a/swine/minnesota/2782/2009.a/swine/illinois/a01240784/2012	1.5	1.7	1.5	1.6
a/swine/minnesota/2782/2009.a/swine/illinois/a01327868/2012	1.4	1.5	1.8	1.6
a/swine/minnesota/2782/2009.a/swine/illinois/a01493027/2014	2.6	2.3	2.3	2.4
a/swine/minnesota/2782/2009.a/swine/illinois/a01840351/2015	0.1	0.4	0.2	0.2
a/swine/minnesota/2782/2009.a/swine/illinois/a01475273/2014	1.3	1.0	1.0	1.1
a/swine/minnesota/2782/2009.a/swine/illinois/a01503899/2014	2.3	2.2	2.1	2.2
a/swine/minnesota/2782/2009.a/swine/illinois/a01489882/2015	0.2	0.1	0.2	0.2
a/swine/minnesota/2782/2009.a/swine/illinois/a01502036/2014	0.7	0.9	0.3	0.7
a/swine/minnesota/2782/2009.a/swine/wyoming/a01445305/2013	0.5	0.8	0.8	0.7
a/swine/minnesota/2782/2009.a/swine/wyoming/a01397400/2013	2.0	2.1	2.3	2.1
a/swine/minnesota/2782/2009.a/swine/wyoming/a01444566/2013	0.7	0.8	0.9	0.8
a/swine/minnesota/2782/2009.a/swine/wyoming/a01381202/2013	0.1	0.0	0.1	0.0
a/swine/minnesota/2782/2009.a/swine/nebraska/a01493501/2014	1.6	1.5	1.3	1.5
a/swine/minnesota/2782/2009.a/swine/minnesota/a01366992/2014	0.2	0.1	0.1	0.1
a/swine/minnesota/2782/2009.a/swine/indiana/a01260466/2014	0.1	0.1	0.5	0.1
a/swine/minnesota/2782/2009.a/swine/north_carolina/a01410118/2014	0.7	0.8	0.9	0.8
a/swine/minnesota/2782/2009.a/swine/north_carolina/a01410709/2014	0.6	0.3	0.6	0.5
a/swine/minnesota/2782/2009.a/swine/iowa/a01501685/2014	0.2	0.1	0.1	0.1
a/swine/minnesota/2782/2009.a/swine/illinois/a01327903/2012	2.3	2.4	2.5	2.4
a/swine/minnesota/2782/2009.a/swine/illinois/a00843193/2014	0.9	0.6	0.8	0.8
a/swine/minnesota/2782/2009.a/swine/wyoming/a01444562/2013	1.6	1.3	1.6	1.5
a/swine/minnesota/2782/2009.a/swine/indiana/a01260591/2014	0.0	0.3	0.0	0.1
a/swine/minnesota/2782/2009.a/swine/california/a01459016/2015	0.6	0.3	0.6	0.5
a/swine/minnesota/2782/2009.a/swine/minnesota/a01847477/2015	1.6	1.3	1.6	1.5
a/swine/minnesota/2782/2009.a/swine/illinois/a02076652/2015	1.3	1.4	1.5	1.4
a/swine/minnesota/2782/2009.a/swine/iowa/a01733626/2016	0.9	0.8	1.2	1.0
a/swine/minnesota/2782/2009.a/swine/minnesota/a01365586/2013	3.2	2.9	2.9	3.0
a/swine/minnesota/2782/2009.a/swine/iowa/a01432770/2013	1.6	1.9	1.5	1.7
a/swine/minnesota/2782/2009.a/swine/illinois/a01728585/2015	4.0	3.7	4.0	3.9
a/swine/minnesota/2782/2009.a/swine/illinois/a01462475/2015	3.6	3.3	3.3	3.4
a/swine/minnesota/2782/2009.a/swine/indiana/a01812162/2016	2.1	2.4	2.4	2.3
a/swine/minnesota/2782/2009.a/swine/illinois/a01475803/2014	2.7	2.8	2.9	2.8
a/swine/minnesota/2782/2009.a/swine/minnesota/a01480518/2014	2.1	2.3	2.2	2.2
a/swine/minnesota/2782/2009.a/swine/north_carolina/a01476722/2014	2.6	2.5	2.7	2.6
a/swine/minnesota/2782/2009.a/swine/indiana/a01260268/2013	1.3	1.0	1.2	1.2
a/swine/minnesota/2782/2009.a/swine/minnesota/a01049936/2011	3.5	3.3	3.5	3.4
a/swine/minnesota/2782/2009.a/swine/minnesota/a01277201/2012	2.8	2.9	3.2	3.0
a/swine/minnesota/2782/2009.a/swine/north_carolina/a01730588/2016	0.4	0.7	0.4	0.5
a/swine/minnesota/2782/2009.a/swine/iowa/a01730108/2016	3.3	3.4	3.5	3.4
a/swine/minnesota/2782/2009.a/swine/minnesota/a01471950/2015	2.0	2.1	2.0	2.0
a/swine/minnesota/2782/2009.a/swine/oklahoma/a01776961/2016	0.1	0.3	0.2	0.2
a/swine/minnesota/2782/2009.a/swine/north_carolina/a01732564/2016	2.5	2.8	2.8	2.7
a/swine/minnesota/2782/2009.a/swine/iowa/a01729543/2016	0.3	0.1	0.7	0.3
a/swine/minnesota/2782/2009.a/swine/nebraska/a01478775/2015	1.6	1.3	1.3	1.4
a/swine/minnesota/2782/2009.a/swine/illinois/a01555638/2015	0.1	0.4	0.2	0.2
a/swine/illinois/02970/2009.a/swine/newyork/a01104005/2011	0.3	0.1	0.2	0.1
a/swine/illinois/02970/2009.a/swine/iowa/a01480656/2014	1.4	1.5	1.6	1.5
a/swine/illinois/02970/2009.a/swine/texas/4199-1/1998	0.1	0.3	0.2	0.2
a/swine/illinois/02970/2009.a/swine/colorado/23619/1999	0.7	0.6	0.5	0.6
a/swine/illinois/02970/2009.a/swine/minnesota/1146/2006	0.2	0.1	0.1	0.1
a/swine/illinois/02970/2009.a/swine/iowa/1700/2007	0.7	0.8	0.9	0.8
a/swine/illinois/02970/2009.a/swine/minnesota/2782/2009	2.6	3.2	2.4	2.7
a/swine/illinois/02970/2009.a/swine/illinois/02970/2009	0.0	0.0	0.0	0.0
a/swine/illinois/02970/2009.a/swine/pennsylvania/a01076777/2010	0.9	0.9	1.0	0.9
a/swine/illinois/02970/2009.a/swine/indiana/a00968373/2012	1.0	1.1	0.9	1.0
a/swine/illinois/02970/2009.a/swine/michigan/a01259000/2012	1.2	1.3	1.5	1.3
a/swine/illinois/02970/2009.a/swine/illinois/a01201606/2011	0.8	0.8	0.7	0.8
a/swine/illinois/02970/2009.a/swine/iowa/a01202613/2011	0.6	0.5	0.3	0.5
a/swine/illinois/02970/2009.a/swine/iowa/a01202889/2011	1.6	1.5	1.3	1.5
a/swine/illinois/02970/2009.a/swine/iowa/a01203196/2012	1.0	0.8	0.6	0.8
a/swine/illinois/02970/2009.a/swine/iowa/a01049750/2011	1.4	1.3	1.1	1.3
a/swine/illinois/02970/2009.a/swine/texas/a01049914/2011	1.0	1.1	0.9	1.0
a/swine/illinois/02970/2009.a/swine/illinois/a01241066/2012	1.7	1.6	1.4	1.6
a/swine/illinois/02970/2009.a/swine/iowa/a01203121/2012	0.0	0.1	0.4	0.2
a/swine/illinois/02970/2009.a/swine/iowa/a01300195/2012	1.4	1.0	1.3	1.2
a/swine/illinois/02970/2009.a/swine/minnesota/a01300213/2012	0.2	0.3	0.0	0.2
a/swine/illinois/02970/2009.a/swine/minnesota/a01327922/2012	0.1	0.5	0.2	0.3
a/swine/illinois/02970/2009.a/swine/iowa/a01432826/2013	1.2	1.1	0.8	1.0
a/swine/illinois/02970/2009.a/swine/iowa/a01290671/2013	0.2	0.1	0.0	0.1
a/swine/illinois/02970/2009.a/swine/illinois/a01555180/2014	0.6	0.6	0.7	0.6
a/swine/illinois/02970/2009.a/swine/arkansas/a01840240/2014	0.4	0.4	0.3	0.4
a/swine/illinois/02970/2009.a/swine/illinois/a01240784/2012	1.2	1.1	0.6	1.0
a/swine/illinois/02970/2009.a/swine/illinois/a01840351/2015	1.2	1.3	1.5	1.3
a/swine/illinois/02970/2009.a/swine/illinois/a01475273/2014	1.2	1.2	1.1	1.2
a/swine/illinois/02970/2009.a/swine/illinois/a01503899/2014	0.8	0.6	0.4	0.6
a/swine/illinois/02970/2009.a/swine/illinois/a01489882/2015	0.8	0.9	0.7	0.8
a/swine/illinois/02970/2009.a/swine/illinois/a01502036/2014	0.5	0.8	0.8	0.7
a/swine/illinois/02970/2009.a/swine/wyoming/a01397400/2013	0.6	0.6	0.5	0.6
a/swine/illinois/02970/2009.a/swine/wyoming/a01381202/2013	0.8	1.0	1.2	1.0
a/swine/illinois/02970/2009.a/swine/minnesota/a01366992/2014	0.7	0.5	0.9	0.7
a/indiana/8/2011.a/perth/16/2009	0.6	0.8	0.9	0.7
a/indiana/8/2011.a/swine/newyork/a01104005/2011	0.5	0.5	1.2	0.7
a/indiana/8/2011.a/swine/iowa/a01480656/2014	1.8	2.0	2.0	2.0
a/indiana/8/2011.a/swine/missouri/a01476459/2012	0.2	0.5	0.4	0.4
a/indiana/8/2011.a/swine/missouri/a01410819/2014	0.6	0.6	0.2	0.5
a/indiana/8/2011.a/wuhan/359/1995	2.2	2.2	1.6	2.0
a/indiana/8/2011.a/swine/indiana/a01729045/2016	2.2	2.3	2.5	2.3
a/indiana/8/2011.a/swine/nebraska/a01567651/2015	0.8	0.7	1.1	0.9
a/indiana/8/2011.a/moscow/10/1999	1.6	1.6	1.6	1.6
a/indiana/8/2011.a/sydney/5/1997	0.6	0.6	1.4	0.9
a/indiana/8/2011.a/swine/texas/4199-1/1998	0.8	0.9	1.1	1.0
a/indiana/8/2011.a/swine/minnesota/1146/2006	1.2	1.2	1.0	1.1
a/indiana/8/2011.a/swine/iowa/1700/2007	0.9	0.8	1.0	0.9
a/indiana/8/2011.a/swine/minnesota/2782/2009	0.3	0.1	0.3	0.2
a/indiana/8/2011.a/swine/illinois/02970/2009	1.4	1.3	1.5	1.4
a/indiana/8/2011.a/swine/pennsylvania/a01076777/2010	4.1	4.0	3.8	4.0
a/indiana/8/2011.a/indiana/8/2011	0.0	0.0	0.0	0.0
a/indiana/8/2011.a/swine/indiana/a00968373/2012	0.1	0.1	0.2	0.0
a/indiana/8/2011.a/swine/illinois/a01241469/2012	0.6	0.6	0.4	0.5
a/indiana/8/2011.a/swine/michigan/a01259000/2012	0.3	0.3	0.1	0.2
a/indiana/8/2011.a/swine/illinois/a01201606/2011	1.5	1.6	1.2	1.4
a/indiana/8/2011.a/swine/iowa/a01202613/2011	0.6	0.5	0.4	0.5
a/indiana/8/2011.a/swine/iowa/a01202889/2011	1.7	1.8	1.4	1.6
a/indiana/8/2011.a/swine/iowa/a01049750/2011	0.7	0.7	0.2	0.5
a/indiana/8/2011.a/swine/texas/a01049914/2011	0.5	0.3	0.0	0.3
a/indiana/8/2011.a/swine/illinois/a01241066/2012	1.7	1.7	1.2	1.5
a/indiana/8/2011.a/swine/nebraska/a01241171/2012	1.4	1.4	1.4	1.4
a/indiana/8/2011.a/swine/iowa/a01203121/2012	1.2	1.2	0.7	1.0
a/indiana/8/2011.a/swine/iowa/a01300195/2012	1.0	1.2	1.5	1.2
a/indiana/8/2011.a/swine/minnesota/a01125993/2012	0.0	0.0	0.5	0.2
a/indiana/8/2011.a/swine/minnesota/a01300213/2012	2.2	2.0	1.9	2.0
a/indiana/8/2011.a/swine/minnesota/a01327922/2012	0.8	0.8	0.7	0.8
a/indiana/8/2011.a/swine/iowa/a01432826/2013	2.7	2.7	2.2	2.5
a/indiana/8/2011.a/swine/iowa/a01290671/2013	2.2	2.2	2.1	2.2
a/indiana/8/2011.a/swine/illinois/a01555180/2014	0.2	0.0	0.2	0.1
a/indiana/8/2011.a/swine/arkansas/a01840240/2014	1.8	1.6	1.8	1.7
a/indiana/8/2011.a/swine/illinois/a01240784/2012	1.9	2.0	2.1	2.0
a/indiana/8/2011.a/swine/illinois/a01327868/2012	2.2	2.1	2.3	2.2
a/indiana/8/2011.a/swine/illinois/a01840351/2015	1.2	1.2	1.3	1.2
a/indiana/8/2011.a/swine/illinois/a01475273/2014	0.5	0.3	0.5	0.5
a/indiana/8/2011.a/swine/illinois/a01503899/2014	0.2	0.1	0.3	0.2
a/indiana/8/2011.a/swine/illinois/a01489882/2015	2.2	2.3	1.8	2.1
a/indiana/8/2011.a/swine/illinois/a01502036/2014	1.9	1.9	2.3	2.1
a/indiana/8/2011.a/swine/wyoming/a01445305/2013	1.2	1.3	1.1	1.2
a/indiana/8/2011.a/swine/wyoming/a01397400/2013	0.8	0.7	0.9	0.8
a/indiana/8/2011.a/swine/wyoming/a01444566/2013	0.9	0.8	0.6	0.8
a/indiana/8/2011.a/swine/wyoming/a01381202/2013	1.5	1.4	1.6	1.5
a/indiana/8/2011.a/swine/nebraska/a01493501/2014	1.5	1.3	1.5	1.5
a/indiana/8/2011.a/swine/minnesota/a01366992/2014	0.5	0.3	0.5	0.5
a/indiana/8/2011.a/swine/indiana/a01260466/2014	0.5	0.5	0.9	0.7
a/indiana/8/2011.a/swine/north_carolina/a01410118/2014	0.8	0.5	0.7	0.7
a/indiana/8/2011.a/swine/north_carolina/a01410709/2014	0.2	0.3	0.1	0.2
a/indiana/8/2011.a/swine/iowa/a01501685/2014	0.2	0.1	0.5	0.3
a/indiana/8/2011.a/swine/illinois/a01327903/2012	0.8	0.3	1.0	0.7
a/indiana/8/2011.a/swine/illinois/a00843193/2014	1.6	1.6	1.4	1.5
a/indiana/8/2011.a/swine/wyoming/a01444562/2013	1.6	1.6	1.4	1.5
a/indiana/8/2011.a/swine/indiana/a01260591/2014	1.1	1.0	0.9	1.0
a/indiana/8/2011.a/swine/california/a01459016/2015	1.1	1.0	0.9	1.0
a/indiana/8/2011.a/swine/minnesota/a01847477/2015	0.5	0.4	0.3	0.4
a/indiana/8/2011.a/swine/illinois/a02076652/2015	0.1	0.0	0.1	0.0
a/indiana/8/2011.a/swine/iowa/a01733626/2016	0.0	0.2	0.0	0.1
a/indiana/8/2011.a/swine/iowa/a01432770/2013	0.5	0.3	0.0	0.3
a/indiana/8/2011.a/swine/illinois/a01728585/2015	2.8	3.0	2.8	2.9
a/indiana/8/2011.a/swine/illinois/a01462475/2015	2.5	2.3	2.0	2.3
a/indiana/8/2011.a/swine/illinois/a01475803/2014	2.3	2.2	2.6	2.4
a/indiana/8/2011.a/swine/minnesota/a01480518/2014	1.4	1.1	1.3	1.3
a/indiana/8/2011.a/swine/north_carolina/a01476722/2014	2.8	2.9	2.7	2.8
a/indiana/8/2011.a/swine/indiana/a01260268/2013	2.3	2.3	2.1	2.2
a/indiana/8/2011.a/swine/minnesota/a01049936/2011	1.6	1.6	1.4	1.5
a/indiana/8/2011.a/swine/minnesota/a01277201/2012	1.9	1.7	1.4	1.7
a/indiana/8/2011.a/swine/north_carolina/a01730588/2016	0.2	0.1	0.3	0.2
a/indiana/8/2011.a/swine/minnesota/a01471950/2015	1.6	1.7	1.2	1.5
a/indiana/8/2011.a/swine/oklahoma/a01776961/2016	0.4	0.1	0.3	0.3
a/indiana/8/2011.a/swine/iowa/a01729543/2016	1.6	1.7	1.2	1.5
a/indiana/8/2011.a/swine/nebraska/a01478775/2015	2.8	3.0	3.0	3.0
a/indiana/8/2011.a/swine/illinois/a01555638/2015	2.0	2.0	1.8	1.9
a/swine/indiana/a00968373/2012.a/fujian/411/2002	1.4	1.7	1.4	1.5
a/swine/indiana/a00968373/2012.a/perth/16/2009	2.9	2.6	2.9	2.8
a/swine/indiana/a00968373/2012.a/victoria/361/2011	2.5	2.6	2.3	2.5
a/swine/indiana/a00968373/2012.a/swine/newyork/a01104005/2011	1.1	1.1	0.8	1.0
a/swine/indiana/a00968373/2012.a/swine/iowa/a01480656/2014	2.2	2.2	1.9	2.1
a/swine/indiana/a00968373/2012.a/swine/missouri/a01476459/2012	0.8	0.7	1.0	0.8
a/swine/indiana/a00968373/2012.a/swine/missouri/a01410819/2014	1.0	1.3	0.4	0.9
a/swine/indiana/a00968373/2012.a/wuhan/359/1995	2.1	2.1	1.7	2.0
a/swine/indiana/a00968373/2012.a/turkey/ohio/313053/2004	0.3	0.1	0.4	0.2
a/swine/indiana/a00968373/2012.a/sydney/5/1997	2.4	2.5	3.0	2.6
a/swine/indiana/a00968373/2012.a/swine/texas/4199-1/1998	1.7	1.8	1.9	1.8
a/swine/indiana/a00968373/2012.a/swine/colorado/23619/1999	1.2	1.3	1.3	1.3
a/swine/indiana/a00968373/2012.a/swine/minnesota/1146/2006	0.2	0.1	0.0	0.1
a/swine/indiana/a00968373/2012.a/swine/iowa/1700/2007	1.2	0.8	1.3	1.1
a/swine/indiana/a00968373/2012.a/swine/minnesota/2782/2009	1.0	0.8	0.5	0.8
a/swine/indiana/a00968373/2012.a/swine/illinois/02970/2009	0.7	0.7	0.9	0.8
a/swine/indiana/a00968373/2012.a/swine/pennsylvania/a01076777/2010	2.1	2.1	1.9	2.0
a/swine/indiana/a00968373/2012.a/indiana/8/2011	1.7	1.6	1.1	1.4
a/swine/indiana/a00968373/2012.a/swine/indiana/a00968373/2012	0.0	0.0	0.0	0.0
a/swine/indiana/a00968373/2012.a/swine/illinois/a01241469/2012	2.0	2.5	0.4	1.6
a/swine/indiana/a00968373/2012.a/swine/michigan/a01259000/2012	1.4	1.9	0.2	1.0
a/swine/indiana/a00968373/2012.a/swine/indiana/a01202866/2011	0.8	0.8	1.0	0.9
a/swine/indiana/a00968373/2012.a/swine/illinois/a01201606/2011	1.4	1.3	1.3	1.3
a/swine/indiana/a00968373/2012.a/swine/iowa/a01202613/2011	0.5	0.4	0.6	0.5
a/swine/indiana/a00968373/2012.a/swine/iowa/a01202889/2011	0.0	0.1	0.1	0.1
a/swine/indiana/a00968373/2012.a/swine/iowa/a01203196/2012	2.2	2.0	1.7	2.0
a/swine/indiana/a00968373/2012.a/swine/iowa/a01049750/2011	1.5	1.4	1.3	1.4
a/swine/indiana/a00968373/2012.a/swine/texas/a01049914/2011	1.1	0.9	0.9	1.0
a/swine/indiana/a00968373/2012.a/swine/illinois/a01241066/2012	1.2	1.1	1.0	1.1
a/swine/indiana/a00968373/2012.a/swine/nebraska/a01241171/2012	4.2	4.4	4.1	4.2
a/swine/indiana/a00968373/2012.a/swine/iowa/a01203121/2012	0.3	0.2	0.1	0.2
a/swine/indiana/a00968373/2012.a/swine/iowa/a01300195/2012	1.5	1.8	1.9	1.7
a/swine/indiana/a00968373/2012.a/swine/minnesota/a01125993/2012	1.3	1.1	1.7	1.4
a/swine/indiana/a00968373/2012.a/swine/minnesota/a01300213/2012	1.1	0.9	0.9	1.0
a/swine/indiana/a00968373/2012.a/swine/minnesota/a01327922/2012	2.2	2.1	2.0	2.1
a/swine/indiana/a00968373/2012.a/swine/iowa/a01432500/2013	4.1	4.1	3.8	4.0
a/swine/indiana/a00968373/2012.a/swine/minnesota/a01432544/2013	2.5	2.4	2.6	2.5
a/swine/indiana/a00968373/2012.a/swine/minnesota/a01280592/2013	2.0	2.4	1.9	2.1
a/swine/indiana/a00968373/2012.a/swine/north_carolina/a01432566/2013	3.5	3.4	3.3	3.4
a/swine/indiana/a00968373/2012.a/swine/michigan/a01203498/2012	1.1	1.2	1.2	1.2
a/swine/indiana/a00968373/2012.a/swine/nebraska/a01271549/2012	4.1	3.9	4.2	4.1
a/swine/indiana/a00968373/2012.a/swine/iowa/a01432826/2013	1.5	1.7	1.1	1.4
a/swine/indiana/a00968373/2012.a/swine/iowa/a01290671/2013	1.6	1.5	1.4	1.5
a/swine/indiana/a00968373/2012.a/swine/illinois/a01555180/2014	0.9	1.0	0.8	0.9
a/swine/indiana/a00968373/2012.a/swine/arkansas/a01840240/2014	0.5	0.6	0.4	0.5
a/swine/indiana/a00968373/2012.a/swine/illinois/a01240784/2012	1.3	1.7	1.2	1.4
a/swine/indiana/a00968373/2012.a/swine/illinois/a01327868/2012	2.9	2.5	2.8	2.7
a/swine/indiana/a00968373/2012.a/swine/illinois/a01493027/2014	1.5	1.7	1.7	1.6
